05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05
05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05
05;05;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;05;05
05;05;99;05;05;05;05;05;05;05;05;05;05;05;05;05;05;01;03;03;03;01;05;05;05;10;10;10;10;10;10;10;10;10;10;10;10;10;10;99;05;05
05;05;99;05;05;05;01;01;01;01;01;01;01;01;01;01;01;01;03;03;03;01;05;05;05;10;05;05;05;05;05;05;05;05;05;05;05;05;10;99;05;05
05;05;99;05;05;05;01;99;99;99;01;01;99;99;99;01;05;01;03;03;03;01;01;01;01;10;05;03;03;03;03;03;03;03;03;03;03;05;10;99;05;05
05;05;99;05;05;05;01;99;99;99;99;99;99;99;99;01;05;01;03;03;03;01;01;01;01;10;05;03;03;03;03;03;03;03;03;03;03;05;10;99;05;05
05;05;99;05;05;05;01;99;99;99;99;99;99;99;99;01;05;01;03;03;03;01;05;05;05;10;05;05;05;05;05;05;05;05;05;05;05;05;10;99;05;05
05;05;99;05;05;05;01;99;99;99;99;99;99;99;99;01;05;01;03;03;03;01;05;05;05;10;10;10;10;10;10;10;10;10;10;10;10;10;10;99;05;05
05;05;99;01;01;01;01;01;01;01;01;01;01;01;01;01;05;01;03;03;03;01;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;99;05;05
05;05;99;01;10;10;10;10;10;10;10;10;10;05;05;05;05;01;03;03;03;01;05;05;05;99;99;99;99;99;99;99;99;99;99;05;05;05;05;99;05;05
05;05;99;01;10;99;99;99;10;99;99;99;10;05;05;05;05;01;03;03;03;01;01;01;01;01;01;01;01;01;01;01;01;01;99;05;05;05;05;99;05;05
05;05;99;01;10;10;99;10;10;99;10;99;10;01;01;01;01;01;03;03;03;01;05;05;05;05;99;99;99;99;99;99;99;01;99;05;05;05;05;99;05;05
05;05;99;01;10;10;99;10;10;99;99;99;10;01;01;01;01;01;03;03;03;01;05;05;05;05;99;99;99;99;99;01;01;01;99;05;05;05;05;99;05;05
05;05;99;01;10;99;99;99;10;99;10;99;10;05;05;05;05;01;03;03;03;01;05;05;05;05;99;99;99;99;99;99;99;10;99;05;05;05;05;99;05;05
05;05;99;01;10;10;10;10;10;10;10;10;10;05;05;05;05;01;03;03;03;01;01;01;01;10;10;10;10;10;10;10;10;10;99;05;05;05;05;99;05;05
05;05;99;03;03;03;03;03;03;03;03;03;03;03;03;05;05;01;03;03;03;01;05;05;05;99;99;99;99;99;99;99;99;99;99;05;05;05;05;99;05;05
